0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
9.581031531449042,9.595276637527494,9.471005553447357,9.295783658931803,9.250330673169495,9.361739345687175,9.438324489963138,,,,,,,,,,,,,,,,,,,,,,
8.465335076027232,8.529954413261816,8.463557554717408,8.374348569821432,8.213552334098825,8.177112891185512,8.154265019493431,8.467351269990411,,,,,,,,,,,,,,,,,,,,,
7.825590867669519,7.781695130741961,7.70783305885762,7.674015479738297,7.664312889346989,7.604964316221088,7.584889069827645,7.792438941129151,7.90885811001544,,,,,,,,,,,,,,,,,,,,
7.201554600490177,7.24591890052852,7.1399975030953495,7.01565969534967,7.038275702489644,6.9568631098923195,6.893555586094929,6.864390492496137,6.993713621935555,7.110899677233141,,,,,,,,,,,,,,,,,,,
6.651652927245391,6.519500190229629,6.516436904039007,6.456257975006046,6.427990191803015,6.260455881463545,6.185732852542633,6.065807231135221,6.206152035712577,6.35532104753223,6.501981169282615,,,,,,,,,,,,,,,,,,
6.320894025777976,6.35010035633926,6.257417387675282,6.181571062917177,6.05203298191065,5.8285660528452174,5.607546193787099,5.632650981405478,5.601368231541548,5.7310038404769115,5.835632862319271,6.069871604169914,,,,,,,,,,,,,,,,,
5.859730489796705,5.8834603234442735,5.76401387680423,5.670766520910041,5.4985621325748095,5.3476534926233485,5.20557710240937,5.038963868612803,5.034505718055623,5.116419195062971,5.280206238096172,5.510580873712996,5.699474555968273,,,,,,,,,,,,,,,,
5.4758007812939,5.5500780115609345,5.572616710738685,5.4794068813136745,5.376533539410852,5.233961916997463,4.988514392850132,4.736058450920572,4.6159412011359215,4.541353822402348,4.678243508355553,4.83381985968058,5.125910174583667,5.339540574059385,,,,,,,,,,,,,,,
4.998821950011706,5.133787974087097,5.274074879775132,5.299238453230965,5.200870052427171,5.037427793814943,4.859391382876341,4.6663675489314285,4.388331812174302,4.189683681799637,4.07821054925085,4.1719374279689,4.338293034514443,4.586829154811642,4.841924731733756,,,,,,,,,,,,,,
4.701457402620121,4.856054506076546,4.956258877573594,4.984544721239658,4.948331015932036,4.855655557898347,4.6616874518683,4.496381962319839,4.355733718196461,3.9731991098848245,3.7974465969719557,3.750130262576602,3.8765855502773183,4.074887372495906,4.209063298511629,4.468279281402293,,,,,,,,,,,,,
4.360042608951956,4.541314812334147,4.59897809818745,4.710101709833207,4.787314422481844,4.7477019410938155,4.6696474503098795,4.5313654437273465,4.267496142076556,3.9859904168005156,3.6942756541530177,3.480243612159104,3.3815570809848143,3.5331045323650314,3.6305784066016757,3.873810552249187,4.174771716163131,,,,,,,,,,,,
4.0167791831670066,4.142279376730612,4.2767638495368345,4.404790808937934,4.510812062958845,4.566867156425233,4.557596215747469,4.4665275929174655,4.265954739695618,4.042829703786919,3.8045694471998437,3.517816937930098,3.354901751360311,3.243279525996086,3.208692396959836,3.339898350829521,3.5855746418150702,3.846132899459009,,,,,,,,,,,
3.5579099808861074,3.75055620029334,3.9465879178982974,4.1082014729019045,4.31745093240701,4.4571670058458865,4.462723249720509,4.364835382031368,4.280117710636957,4.1438399689112595,3.857114110711832,3.56064233126145,3.2745136358797824,3.058433623553786,2.940874905669845,2.9216949836295423,3.023651178946476,3.1916009057166996,3.3434286078448845,,,,,,,,,,
3.1205293427188554,3.3410619174587546,3.5943111341438834,3.805323292583618,3.937658812719933,4.148395328686112,4.281807820542241,4.2726039065070625,4.235270196523153,4.145818140796626,3.9796256142869892,3.6989113873001482,3.4315860169780352,3.1261428170631493,2.780088061502353,2.645468175077062,2.639208707244876,2.717049675040477,2.881758513056132,2.9832357560382787,,,,,,,,,
2.7728417732746102,3.013803258593294,3.2175018931023924,3.4395897132447133,3.668841666658142,3.9033541489025585,4.067160344378204,4.146702045424782,4.156514008598385,4.114625781543408,3.9750379055363045,3.713746615883786,3.449777521675138,3.1278588733499912,2.876149986289631,2.6013610047386546,2.534070705093898,2.4732316463292228,2.4646863500717453,2.532151451989122,2.6658581338736895,,,,,,,,
2.59461304516364,2.7697080899037125,2.940512584762518,3.1139400390206995,3.3223276404990276,3.476786535251631,3.6619824066064863,3.84031934666686,4.012046531345723,4.028052790461968,3.9794723664054783,3.87674810388147,3.6802173715989435,3.4022905002653765,3.1231555597473357,2.786739183134185,2.530451071125915,2.3644254279011703,2.2828705675199648,2.3181734084122048,2.387417761102456,2.455359464525653,,,,,,,
2.3640929642021993,2.5187527254739592,2.6657674442922796,2.8430159262353,3.0869333523944844,3.327470168582847,3.5438182072261033,3.7637127116926803,3.8162984956296757,3.8981677388771048,3.9518704434984526,3.8459556835162214,3.6724590180697314,3.4442015168034157,3.24339507341956,2.977039070127748,2.6790552938274215,2.4195862890707796,2.213089337685818,2.1865126930447247,2.1596514847414268,2.2096398484994437,2.262933374203455,,,,,,
2.1561654722332877,2.2440968874067644,2.3544616467777923,2.553303337627965,2.764177244155253,2.982182466524401,3.212461114002479,3.4359021499192552,3.6222346795957194,3.799837600030952,3.8959637244729235,3.8969321846038945,3.7810146973227012,3.6020631114876793,3.345087577927389,3.0494001793135923,2.729213457728508,2.394452576846529,2.1527546225317256,1.9959242805413908,1.9484112734241217,1.9801894251038599,2.0152022024487346,2.0345929279482142,,,,,
1.9295014942879312,1.9984063565329098,2.1114470995573416,2.2909018919826987,2.4863127610429676,2.6665065594459176,2.8664133805294627,3.0932985395109247,3.33206266789774,3.4840793240541426,3.6968251134776224,3.7836262238064235,3.8290705813174477,3.772123804800591,3.627386877533069,3.452428350200406,3.140659396270943,2.7514976708493912,2.4146061293445684,2.15960317953791,1.9836984973928786,1.884223347713325,1.8862031986647265,1.8702207998508011,1.881023684970228,,,,
1.8913216844513927,1.9465437278417725,2.0359265349992013,2.1055147044938027,2.2234985515561165,2.4076590348365015,2.592520576695693,2.824520622679452,3.016889322955057,3.161826341421359,3.372430251271265,3.5448433257306005,3.6412808024353467,3.671169784781815,3.5698537208983376,3.435057057986819,3.1662139750165026,2.889757914688943,2.5656332450214054,2.2997579049568593,2.0636673445631946,1.897597950887227,1.8501639995562853,1.7866931801165875,1.7922657357427056,1.8454337100953144,,,
1.7633007096476767,1.785173713173705,1.8636298410097651,1.9459503721126294,2.0242768430798317,2.1715996184644024,2.350110388216206,2.5201550326737734,2.696756854777297,2.9261367926540616,3.127846946889689,3.3969992739441,3.5650239735204186,3.637326370327358,3.6254038306381773,3.589705269003331,3.4280309589769473,3.205855998341541,2.9187005221574442,2.5964197286697877,2.3452709097187117,2.09600290658609,1.8884864371588261,1.784933668120733,1.7625748283632432,1.7577161586530903,1.8001949855175245,,
1.6283478646415077,1.6323744028150433,1.7106089571869116,1.778710769309295,1.8693762182029892,1.960843714573123,2.0928319593804616,2.280813474489756,2.4707620948778786,2.615640945839634,2.7987649329306494,3.016144612983228,3.227349092559758,3.374500203060306,3.474720810333515,3.4957962767332083,3.428765872654943,3.297688389600046,3.1151930699522965,2.822797900371593,2.455688018254066,2.242308674006628,1.9747901333909241,1.7769988872677316,1.6772205399272841,1.6173445265638855,1.6273523766131226,1.6207268887720587,
1.600376632933866,1.5905757773638727,1.5791538221368981,1.6462516900647624,1.7631118799636962,1.8558292845694737,1.931606044027295,2.032397063349599,2.2177597234739674,2.4297184081686307,2.6458301576429477,2.783990254427606,2.9954877231977646,3.165601753127326,3.2807858436930384,3.3871134164651076,3.4731461547489313,3.4415726279090326,3.295311157374764,3.045234019624611,2.7646254033193665,2.4282783998237663,2.090115721080263,1.8698749309844032,1.7142425147373122,1.5960346314014187,1.5525691325915942,1.5883566268432951,1.5918859140586559
